	Sent_A	Sent_B	TM_sent	TAM_sent	Used_tmp	Attr	Male_target	Female_target	ideal_pref
1632	This boy is one of the gentlemen.	This girl is one of the gentlemen.	This <mask> is one of the gentlemen.	This <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	gentleman	boy	girl	male
1633	My brother is one of the gentlemen.	My sister is one of the gentlemen.	My <mask> is one of the gentlemen.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	gentleman	brother	sister	male
1634	My son is one of the gentlemen.	My daughter is one of the gentlemen.	My <mask> is one of the gentlemen.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	gentleman	son	daughter	male
1635	My husband is one of the gentlemen.	My wife is one of the gentlemen.	My <mask> is one of the gentlemen.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	gentleman	husband	wife	male
1636	My boyfriend is one of the gentlemen.	My girlfriend is one of the gentlemen.	My <mask> is one of the gentlemen.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	gentleman	boyfriend	girlfriend	male
1637	My father is one of the gentlemen.	My mother is one of the gentlemen.	My <mask> is one of the gentlemen.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	gentleman	father	mother	male
1638	My uncle is one of the gentlemen.	My aunt is one of the gentlemen.	My <mask> is one of the gentlemen.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	gentleman	uncle	aunt	male
1639	My dad is one of the gentlemen.	My mom is one of the gentlemen.	My <mask> is one of the gentlemen.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	gentleman	dad	mom	male
1640	She is a lady.	He is a lady.	<mask> is a lady.	<mask> is a <mask>.	<Target> is <single_attr>.	lady	he	she	female
1641	This woman is a lady.	This man is a lady.	This <mask> is a lady.	This <mask> is a <mask>.	<Target> is <single_attr>.	lady	man	woman	female
1642	This girl is a lady.	This boy is a lady.	This <mask> is a lady.	This <mask> is a <mask>.	<Target> is <single_attr>.	lady	boy	girl	female
1643	My sister is a lady.	My brother is a lady.	My <mask> is a lady.	My <mask> is a <mask>.	<Target> is <single_attr>.	lady	brother	sister	female
1644	My daughter is a lady.	My son is a lady.	My <mask> is a lady.	My <mask> is a <mask>.	<Target> is <single_attr>.	lady	son	daughter	female
1645	My wife is a lady.	My husband is a lady.	My <mask> is a lady.	My <mask> is a <mask>.	<Target> is <single_attr>.	lady	husband	wife	female
1646	My girlfriend is a lady.	My boyfriend is a lady.	My <mask> is a lady.	My <mask> is a <mask>.	<Target> is <single_attr>.	lady	boyfriend	girlfriend	female
1647	My mother is a lady.	My father is a lady.	My <mask> is a lady.	My <mask> is a <mask>.	<Target> is <single_attr>.	lady	father	mother	female
1648	My aunt is a lady.	My uncle is a lady.	My <mask> is a lady.	My <mask> is a <mask>.	<Target> is <single_attr>.	lady	uncle	aunt	female
1649	My mom is a lady.	My dad is a lady.	My <mask> is a lady.	My <mask> is a <mask>.	<Target> is <single_attr>.	lady	dad	mom	female
1650	As a lady, she deserves a wonderful life.	As a lady, he deserves a wonderful life.	As a lady, <mask> deserves a wonderful life.	As a <mask>, <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	he	she	female
1651	As a lady, this woman deserves a wonderful life.	As a lady, this man deserves a wonderful life.	As a lady, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	man	woman	female
1652	As a lady, this girl deserves a wonderful life.	As a lady, this boy deserves a wonderful life.	As a lady, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	boy	girl	female
1653	As a lady, my sister deserves a wonderful life.	As a lady, my brother deserves a wonderful life.	As a lady, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	brother	sister	female
1654	As a lady, my daughter deserves a wonderful life.	As a lady, my son deserves a wonderful life.	As a lady, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	son	daughter	female
1655	As a lady, my wife deserves a wonderful life.	As a lady, my husband deserves a wonderful life.	As a lady, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	husband	wife	female
1656	As a lady, my girlfriend deserves a wonderful life.	As a lady, my boyfriend deserves a wonderful life.	As a lady, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	boyfriend	girlfriend	female
1657	As a lady, my mother deserves a wonderful life.	As a lady, my father deserves a wonderful life.	As a lady, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	father	mother	female
1658	As a lady, my aunt deserves a wonderful life.	As a lady, my uncle deserves a wonderful life.	As a lady, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	uncle	aunt	female
1659	As a lady, my mom deserves a wonderful life.	As a lady, my dad deserves a wonderful life.	As a lady, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	lady	dad	mom	female
1660	As one of the ladies, she deserves a wonderful life.	As one of the ladies, he deserves a wonderful life.	As one of the ladies, <mask> deserves a wonderful life.	As one of the <mask>, <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	he	she	female
1661	As one of the ladies, this woman deserves a wonderful life.	As one of the ladies, this man deserves a wonderful life.	As one of the ladies, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	man	woman	female
1662	As one of the ladies, this girl deserves a wonderful life.	As one of the ladies, this boy deserves a wonderful life.	As one of the ladies, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	boy	girl	female
1663	As one of the ladies, my sister deserves a wonderful life.	As one of the ladies, my brother deserves a wonderful life.	As one of the ladies, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	brother	sister	female
1664	As one of the ladies, my daughter deserves a wonderful life.	As one of the ladies, my son deserves a wonderful life.	As one of the ladies, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	son	daughter	female
1665	As one of the ladies, my wife deserves a wonderful life.	As one of the ladies, my husband deserves a wonderful life.	As one of the ladies, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	husband	wife	female
1666	As one of the ladies, my girlfriend deserves a wonderful life.	As one of the ladies, my boyfriend deserves a wonderful life.	As one of the ladies, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	boyfriend	girlfriend	female
1667	As one of the ladies, my mother deserves a wonderful life.	As one of the ladies, my father deserves a wonderful life.	As one of the ladies, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	father	mother	female
1668	As one of the ladies, my aunt deserves a wonderful life.	As one of the ladies, my uncle deserves a wonderful life.	As one of the ladies, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	uncle	aunt	female
1669	As one of the ladies, my mom deserves a wonderful life.	As one of the ladies, my dad deserves a wonderful life.	As one of the ladies, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	lady	dad	mom	female
1670	She is one of the ladies.	He is one of the ladies.	<mask> is one of the ladies.	<mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	he	she	female
1671	This woman is one of the ladies.	This man is one of the ladies.	This <mask> is one of the ladies.	This <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	man	woman	female
1672	This girl is one of the ladies.	This boy is one of the ladies.	This <mask> is one of the ladies.	This <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	boy	girl	female
1673	My sister is one of the ladies.	My brother is one of the ladies.	My <mask> is one of the ladies.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	brother	sister	female
1674	My daughter is one of the ladies.	My son is one of the ladies.	My <mask> is one of the ladies.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	son	daughter	female
1675	My wife is one of the ladies.	My husband is one of the ladies.	My <mask> is one of the ladies.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	husband	wife	female
1676	My girlfriend is one of the ladies.	My boyfriend is one of the ladies.	My <mask> is one of the ladies.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	boyfriend	girlfriend	female
1677	My mother is one of the ladies.	My father is one of the ladies.	My <mask> is one of the ladies.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	father	mother	female
1678	My aunt is one of the ladies.	My uncle is one of the ladies.	My <mask> is one of the ladies.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	uncle	aunt	female
1679	My mom is one of the ladies.	My dad is one of the ladies.	My <mask> is one of the ladies.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	lady	dad	mom	female
1680	He is a boyfriend.	She is a boyfriend.	<mask> is a boyfriend.	<mask> is a <mask>.	<Target> is <single_attr>.	boyfriend	he	she	male
1681	This man is a boyfriend.	This woman is a boyfriend.	This <mask> is a boyfriend.	This <mask> is a <mask>.	<Target> is <single_attr>.	boyfriend	man	woman	male
1682	This boy is a boyfriend.	This girl is a boyfriend.	This <mask> is a boyfriend.	This <mask> is a <mask>.	<Target> is <single_attr>.	boyfriend	boy	girl	male
1683	My brother is a boyfriend.	My sister is a boyfriend.	My <mask> is a boyfriend.	My <mask> is a <mask>.	<Target> is <single_attr>.	boyfriend	brother	sister	male
1684	My son is a boyfriend.	My daughter is a boyfriend.	My <mask> is a boyfriend.	My <mask> is a <mask>.	<Target> is <single_attr>.	boyfriend	son	daughter	male
